customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7135-RQLTT,Female,1,No,Yes,70,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,75.58,5246.26,No
1951-MLEKT,Female,1,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),63.36,164.87,No
0300-ITRQT,Male,0,Yes,No,13,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),50.08,606.19,No
0961-FLTOD,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,79.44,148.1,Yes
1129-LJHBC,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,62.38,3649.55,No
0678-CHEEK,Female,0,No,No,69,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),68.85,4741.44,No
8153-YWPBW,Female,1,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.37,3396.25,Yes
6859-IAHSA,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,5364.16,No
9492-ZVMUG,Male,0,No,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),30.49,688.28,No
8843-NAUVS,Female,0,Yes,No,15,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,98.4,1453.67,No
6093-NAVTF,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,62.27,344.0,Yes
1087-GWMXA,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),66.23,4052.33,No
7890-SECOU,Male,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.08,3537.38,No
5100-DBTAG,Female,1,Yes,Yes,12,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,114.52,1378.83,Yes
8977-LPUIC,Female,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),117.63,3465.35,No
9986-QYQSI,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),56.11,1708.58,No
4220-LCYSP,Female,0,No,Yes,10,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,118.75,1137.23,No
0213-ZKRIU,Male,0,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.6,1331.21,No
1142-FWMTP,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),110.52,320.29,No
3764-KGYBP,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.51,1627.35,Yes
2625-RNGIW,Female,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,94.8,6723.81,No
2430-NGVMO,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,76.05,895.25,No
1043-IKLDZ,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,76.7,5565.6,Yes
9273-TDDLO,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),95.62,921.44,No
2046-PCQPJ,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),38.25,134.31,No
6852-HIUMH,Male,1,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.35,3158.29,No
9079-SXKQV,Male,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,76.11,335.92,No
0599-SZMRY,Female,0,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.11,782.22,Yes
6535-RBGXP,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),71.52,1287.69,No
4538-UOJJA,Female,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.63,403.68,Yes
2920-TTWWV,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,1070.5,Yes
0974-ENCKV,Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.64,6112.65,No
6570-TABEO,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,118.75,6440.47,No
9806-AZIBZ,Male,1,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.42,2387.83,No
7314-AGQJE,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,117.51,170.32,No
5238-CYIBN,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),115.6,1190.62,No
6538-GYCFO,Female,0,No,Yes,39,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,97.47,3806.47,No
3739-YCJQX,Female,0,No,Yes,34,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),73.34,2570.59,No
5747-KJJMW,Female,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,95.13,5779.87,No
3907-BROET,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),57.56,1966.41,No
4320-AOIZG,Male,0,Yes,No,28,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),100.43,2860.1,No
9875-LDFDZ,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,118.75,2452.06,Yes
1181-VJDPP,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.97,47.97,Yes
1585-MNCFC,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,37.58,1654.52,No
2403-ISYKS,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),118.75,7189.37,No
8783-IMWCZ,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,71.6,956.59,Yes
7386-CXOTD,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),56.87,3292.12,No
5143-WPKSA,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,24.89,241.33,No
3813-JHLXE,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,85.84,2566.85,No
0783-JQEXS,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),95.94,6518.28,No
2470-SLUCV,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.47,967.42,Yes
0369-IIQOC,Male,0,No,No,58,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),78.96,4549.24,No
3544-DUGLM,Male,0,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.81,5151.11,No
1312-PMGEY,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.34,330.92,No
1572-XKQLT,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.57,167.97,Yes
3867-QZNQY,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,88.49,2090.1,Yes
0019-RCDNP,Male,0,No,No,28,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,81.89,2247.49,No
9203-XECMN,Male,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),117.46,7032.59,No
6956-VFSNM,Male,1,No,No,9,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,32.67,314.67,No
6349-OROYE,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),55.99,2869.4,No
3441-JEWOI,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,105.66,3876.48,No
3443-CYBMI,Female,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.43,1837.79,Yes
5566-PRWLI,Female,0,Yes,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,25.58,348.34,Yes
3175-OYHFL,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,36.61,1977.86,No
5488-MFUYP,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.94,200.95,Yes
6339-AHRLB,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.84,1956.48,No
8546-TDLVN,Female,0,No,Yes,6,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,103.48,667.54,No
5827-EWJKK,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,81.4,716.41,No
2492-GNBNO,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,86.49,2083.0,No
2640-IELAP,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.25,3692.25,No
8828-YWYFY,Female,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.29,2950.53,No
4870-JUKDN,Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),111.78,6091.08,No
9447-IHZLL,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.1,1235.93,Yes
4720-MUKZV,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),106.36,1873.03,No
3222-KCCFO,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,118.75,8153.48,No
5280-NZCJO,Male,0,No,No,4,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),114.77,446.42,Yes
0904-UFACY,Female,1,Yes,Yes,52,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,79.8,4190.39,No
6639-BXUSD,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,114.37,2474.85,No
3945-QJEYP,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,116.33,5108.66,Yes
1611-QRXPB,Male,1,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.26,66.26,Yes
4482-YCVUY,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,94.19,4738.77,No
7769-DNXFF,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),85.59,2561.04,No
2805-IXZUV,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,92.16,3182.85,No
4250-HUSTT,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,57.91,979.52,No
9860-BTZPZ,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),72.73,3373.19,No
5200-BVYNE,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,103.26,1980.65,No
1862-ESLVY,Male,0,No,No,67,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,111.04,7390.87,No
5301-UJAXT,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.99,825.1,No
8803-CRBOZ,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,87.15,1592.77,No
0440-BMJRV,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.95,448.03,No
0367-PXXWQ,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,93.67,1644.0,No
5724-VDPTK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,94.19,6741.96,Yes
3098-XYSDF,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,99.87,99.87,Yes
8891-TJHJA,Male,1,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),69.42,3338.72,No
0977-CVJMG,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),90.83,6334.04,No
9471-USLQG,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.86,930.97,Yes
8639-FVBOY,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),62.36,633.38,No
9008-VSLCC,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.04,1042.72,No
1034-SQIAQ,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.42,733.69,No
2818-LMQTD,Female,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,983.91,Yes
0893-FLPOA,Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),109.8,6290.8,No
1433-XNWJF,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,92.0,3632.51,No
0973-MWJKG,Male,1,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,62.36,1270.71,Yes
4467-BMQPJ,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),100.26,2623.32,No
4026-DXHMZ,Male,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.19,1204.48,No
5946-IQXMZ,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.35,238.48,Yes
8520-DOMLD,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),70.46,418.85,No
3969-TPXLZ,Female,1,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),90.33,5074.26,No
9612-IKRMN,Female,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.72,976.76,Yes
5224-QAGUH,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.75,719.46,No
8093-SOSSU,Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.41,2564.22,No
0457-WLQSX,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,49.08,115.42,No
7611-JHAFV,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,78.59,1053.96,No
7222-XSFTX,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,102.92,423.81,Yes
3119-NFQSZ,Male,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.24,511.37,Yes
0169-IMARB,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.21,1016.49,Yes
3635-SCRPG,Female,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),67.84,3087.9,No
2659-DEPMG,Male,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40.07,1667.89,No
2424-FIOVF,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,118.59,3730.2,No
9478-LXJPF,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.27,3803.38,No
3048-FHEZC,Female,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,47.23,2824.62,No
6142-MNAHR,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,97.32,1697.77,No
8019-YUHFR,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),51.48,813.77,Yes
9861-FCRMF,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,77.69,5465.41,No
0545-UFVUM,Female,0,No,Yes,10,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),20.6,218.84,No
7550-IJKBE,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.62,539.94,Yes
7565-WCJMZ,Female,1,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,116.95,8305.8,No
0623-MQTWJ,Male,1,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,58.19,3975.83,No
4604-CKUWL,Female,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,33.32,1000.47,No
3945-PVZWP,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,75.89,437.62,No
4502-CUOTC,Female,1,Yes,Yes,29,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,96.05,2782.4,No
0780-WMNTX,Male,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.16,1571.33,No
9778-UAPRO,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.29,46.66,Yes
0846-GRAUR,Male,0,Yes,Yes,42,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.3,3377.54,No
8401-TPDAC,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),118.75,1798.11,No
1336-FSLZN,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,87.26,312.17,No
7330-UTREW,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.01,282.59,Yes
3502-NAWPW,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.63,1963.04,No
4468-DNFOG,Male,1,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,110.47,3131.86,Yes
8127-AKBDW,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,106.2,317.51,Yes
0165-IDSJK,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),54.15,3324.92,No
0598-SRLIP,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.58,2287.72,No
8221-MKTFW,Female,0,No,No,62,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.37,4548.39,No
3520-AFLNA,Female,1,No,No,69,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),27.11,1885.3,No
3342-IADHB,Female,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),111.85,7551.86,No
3301-ZODIO,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,40.41,2431.98,No
9795-HXNOC,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.39,240.21,No
4260-YDUCM,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,53.68,336.11,Yes
2081-WMVQO,Female,0,No,No,55,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),22.66,1165.33,No
1020-GNHAL,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),111.2,7402.39,No
1802-MHWEW,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.59,1365.02,Yes
3704-LNFPG,Male,0,Yes,No,0,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.77,85.77,Yes
7090-QZFWL,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.31,1000.13,No
3049-YSIUX,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,118.75,491.79,No
8332-LMLHH,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,95.91,1622.39,Yes
0904-BQDVV,Male,0,No,No,36,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,104.64,3744.83,Yes
5640-LUCXU,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.88,544.72,No
8981-GONIB,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,58.57,3510.33,No
8856-TPVYJ,Female,1,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.98,5056.37,No
0386-IIERK,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,63.06,2593.48,No
6993-KVRRN,Male,0,No,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,108.31,7663.66,No
9337-YSDHL,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,79.76,963.1,No
9658-MNTBW,Female,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,82.76,5379.62,No
6563-UVJFB,Male,0,No,No,63,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,40.8,2565.56,No
2718-PPMYF,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.29,91.29,Yes
0366-ZLPSZ,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.99,264.67,Yes
8423-HUKNT,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.37,117.37,Yes
5493-QMSFT,Female,0,No,Yes,0,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.63,65.63,Yes
1134-CZJEJ,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,283.78,Yes
8909-DERMS,Female,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.48,5235.73,No
3224-HDYLQ,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,97.71,2006.66,No
